,name,owgr_points_current_avg,driving_dist_avg,next_years_rank,top_tens,gir_pct,sg_p_avg,driving_acc_pct,scrambling_pct,adj_scoring_avg,sg_ott_avg,sg_apr_avg,sg_arg_avg,rounds,year
2428,Louis Oosthuizen,3.1,299.8,22,3.0,65.74,-0.026,64.81,64.26,70.157,0.401,-0.261,0.408,46.0,2018
2429,Brian Harman,3.01,291.9,93,8.0,67.59,0.273,67.14,56.95,70.536,0.137,-0.024,-0.096,72.0,2018
2430,Kiradech Aphibarnrat,2.99,294.7,65,2.0,62.2,0.138,65.12,55.59,70.629,0.485,-0.247,0.135,34.0,2018
2431,Gary Woodland,2.93,313.5,17,3.0,70.51,0.007,63.69,54.45,70.161,0.803,0.484,-0.228,70.0,2018
2432,Adam Scott,2.86,304.6,15,3.0,70.66,-0.285,62.51,54.85,70.42,0.3,0.639,0.125,60.0,2018
2433,Kevin Na,2.85,289.6,35,4.0,64.66,0.533,64.13,63.62,70.288,-0.378,0.273,0.373,70.0,2018
2434,Branden Grace,2.75,298.9,77,2.0,67.1,0.35,63.49,57.78,70.412,0.163,0.174,0.125,44.0,2018
2435,Byeong Hun An,2.6,307.9,49,4.0,67.99,-0.285,60.19,61.16,70.19,0.475,0.448,0.167,73.0,2018
2436,Daniel Berger,2.59,297.7,121,1.0,66.89,0.319,64.58,58.94,70.32,0.1,0.543,-0.145,62.0,2018
2437,Satoshi Kodaira,2.58,293.6,132,1.0,60.3,-0.645,65.53,51.02,72.182,0.027,-0.284,-0.93,40.0,2018
2438,Aaron Wise,2.47,302.9,79,4.0,68.81,0.238,63.33,56.28,70.247,0.41,0.012,0.042,80.0,2018
2439,Zach Johnson,2.45,289.8,131,2.0,67.43,0.206,63.88,62.35,69.911,-0.059,0.463,0.425,72.0,2018
2440,Brandt Snedeker,2.41,293.1,38,4.0,65.04,0.478,62.79,60.08,70.379,-0.145,-0.026,0.318,74.0,2018
2441,Pat Perez,2.34,290.9,152,4.0,67.78,0.115,65.09,55.63,70.594,-0.063,-0.138,0.037,51.0,2018
2442,Luke List,2.32,314.6,87,5.0,68.36,-0.467,54.66,58.41,70.229,0.795,0.194,0.349,78.0,2018
2443,Si Woo Kim,2.29,290.8,66,5.0,63.78,-0.168,60.68,57.23,71.367,-0.014,-0.2,0.291,78.0,2018
2444,Adam Hadwin,2.25,289.4,68,3.0,68.04,0.106,65.6,58.59,70.75,0.057,0.166,0.267,66.0,2018
2445,Russell Knox,2.24,291.7,81,3.0,69.57,-0.088,67.7,59.43,70.568,0.059,0.263,0.149,74.0,2018
2446,Emiliano Grillo,2.2,295.2,67,6.0,68.84,0.546,70.16,61.05,70.152,0.364,0.345,-0.122,73.0,2018
2447,Chez Reavie,2.19,286.5,28,3.0,68.67,0.192,72.24,62.27,70.432,0.183,0.437,-0.137,60.0,2018
2448,Kevin Chappell,2.17,308.6,202,4.0,66.52,-0.344,61.27,56.28,70.839,0.608,0.296,-0.236,62.0,2018
2449,Charl Schwartzel,2.16,299.5,170,3.0,61.11,0.081,55.19,57.88,71.349,-0.035,-0.168,-0.073,42.0,2018
2450,Peter Uihlein,2.12,302.2,183,4.0,67.88,0.021,52.93,57.87,70.578,0.132,-0.04,0.156,65.0,2018
2451,Russell Henley,2.11,293.0,142,3.0,68.77,0.167,70.03,54.33,70.489,0.093,0.467,-0.186,58.0,2018
2452,Jason Dufner,1.97,297.1,163,2.0,64.24,-0.058,63.3,58.25,71.323,0.256,-0.009,-0.178,52.0,2018
2453,Ryan Moore,1.91,289.2,82,5.0,68.8,-0.271,71.94,64.16,70.015,0.406,0.532,0.273,66.0,2018
2454,Stewart Cink,1.9,298.1,135,3.0,68.58,-0.345,57.6,55.69,70.44,0.057,0.698,0.055,67.0,2018
2455,Chesson Hadley,1.87,300.0,119,7.0,67.68,0.208,60.07,56.6,70.311,0.146,0.606,-0.102,89.0,2018
2456,Jimmy Walker,1.87,299.0,125,4.0,61.9,0.324,53.49,59.09,70.786,-0.437,0.304,0.166,66.0,2018
2457,Charles Howell III,1.86,300.9,59,4.0,69.33,0.219,62.59,60.87,70.219,0.324,0.163,0.095,78.0,2018
2458,Beau Hossler,1.85,300.0,126,5.0,67.95,0.685,60.47,60.0,70.574,0.281,-0.395,0.013,90.0,2018
2459,Andrew Landry,1.83,291.1,139,5.0,65.63,-0.01,62.92,56.97,71.059,0.206,-0.083,-0.152,73.0,2018
2460,Andrew Putnam,1.8,293.8,44,5.0,70.47,0.052,60.42,61.52,70.579,-0.146,0.38,0.187,77.0,2018
2461,Brendan Steele,1.77,310.3,251,3.0,69.24,-0.576,60.47,52.56,71.021,0.557,0.243,-0.195,54.0,2018
2462,J.B. Holmes,1.7,306.1,60,3.0,65.26,-0.207,57.13,57.14,70.789,0.565,0.159,0.032,68.0,2018
2463,Jhonattan Vegas,1.7,303.6,113,1.0,65.17,-0.059,57.91,58.6,71.275,0.294,-0.081,-0.124,64.0,2018
2464,Patton Kizzire,1.7,298.7,148,4.0,69.04,0.03,55.59,55.24,70.841,-0.294,0.381,-0.15,78.0,2018
2465,"Ted Potter, Jr.",1.56,286.0,195,1.0,63.03,0.074,66.83,57.51,71.024,-0.074,-0.2,0.105,77.0,2018
2466,C.T. Pan,1.53,292.7,51,2.0,71.2,-0.067,68.98,56.89,70.457,0.215,0.267,0.063,82.0,2018
2467,Jason Kokrak,1.5,309.5,54,4.0,70.37,0.022,58.06,55.11,70.444,0.36,0.257,-0.101,88.0,2018
2468,Austin Cook,1.48,292.3,181,3.0,66.51,0.315,66.76,62.02,70.469,0.12,-0.045,0.179,92.0,2018
2469,Ryan Palmer,1.48,305.2,73,3.0,65.61,-0.528,59.11,55.38,71.031,0.235,0.236,-0.174,60.0,2018
2470,Ryan Armour,1.47,283.5,153,3.0,68.22,-0.058,73.58,60.13,70.758,-0.012,0.213,0.194,96.0,2018
2471,Brian Gay,1.4,282.9,187,6.0,64.52,0.442,71.37,63.26,70.28,-0.166,0.036,0.253,92.0,2018
2472,Anirban Lahiri,1.39,294.0,278,4.0,64.7,0.199,60.09,58.35,70.66,0.07,-0.285,0.12,67.0,2018
2473,Whee Kim,1.39,285.8,393,3.0,63.55,0.427,61.11,58.56,71.477,-0.748,0.03,-0.146,73.0,2018
2474,James Hahn,1.38,298.7,413,1.0,68.29,-0.152,63.73,59.62,70.896,0.323,0.081,0.028,69.0,2018
2475,Nick Watney,1.34,307.5,140,1.0,67.96,0.2,56.33,55.68,70.862,0.17,0.141,-0.167,80.0,2018
2476,Abraham Ancer,1.32,296.1,37,5.0,66.49,-0.056,63.64,62.69,70.659,0.325,0.074,-0.022,83.0,2018
2477,Jamie Lovemark,1.31,303.2,352,3.0,64.65,0.01,56.92,61.07,70.734,-0.101,-0.04,0.519,78.0,2018
2478,Ollie Schniederjans,1.29,301.4,346,3.0,62.77,0.325,52.22,56.95,70.641,-0.41,0.09,0.25,77.0,2018
2479,Danny Lee,1.27,290.6,133,3.0,65.05,0.156,62.65,60.81,71.196,0.005,-0.155,0.051,70.0,2018
2480,Chris Kirk,1.26,289.8,244,4.0,68.24,0.073,64.64,63.53,70.411,-0.048,0.518,0.19,96.0,2018
2481,Brice Garnett,1.25,296.7,167,2.0,66.78,-0.076,64.45,58.63,71.018,0.188,-0.144,-0.278,81.0,2018
2482,Lucas Glover,1.24,297.7,62,1.0,67.12,-0.186,65.06,59.83,71.066,0.514,-0.043,-0.008,46.0,2018
2483,Kevin Tway,1.22,310.1,89,3.0,66.88,0.052,52.61,56.77,70.8,0.271,0.032,-0.026,90.0,2018
2484,J.J. Spaun,1.2,298.2,175,4.0,69.48,-0.149,66.18,55.76,70.525,0.286,0.41,-0.255,71.0,2018
2485,Keith Mitchell,1.2,312.6,74,4.0,69.42,-0.504,58.59,56.55,70.92,0.706,-0.128,-0.092,83.0,2018
2486,Sean O'Hair,1.19,302.7,396,2.0,63.84,-0.207,60.09,57.56,71.479,0.211,-0.073,-0.164,57.0,2018
2487,Bill Haas,1.16,296.2,338,1.0,64.79,-0.059,57.27,60.34,71.028,-0.177,-0.052,0.368,66.0,2018
2488,Kevin Streelman,1.16,295.1,96,5.0,71.56,-0.25,69.11,60.93,70.436,0.439,0.415,0.014,82.0,2018
2489,Sung Kang,1.14,293.1,78,2.0,63.2,-0.235,56.72,52.4,71.954,-0.488,-0.094,-0.225,67.0,2018
2490,Kelly Kraft,1.1,288.6,168,3.0,63.83,0.075,65.84,58.93,71.333,-0.286,0.017,-0.126,74.0,2018
2491,Patrick Rodgers,1.07,303.5,233,3.0,65.65,0.561,61.14,57.22,70.731,-0.039,-0.323,0.034,73.0,2018
2492,Scott Stallings,1.05,299.7,176,2.0,65.62,-0.07,56.57,60.86,70.719,-0.008,0.373,-0.025,80.0,2018
2493,Martin Laird,1.04,299.0,230,3.0,65.9,0.282,63.22,59.15,70.839,-0.045,0.024,0.209,61.0,2018
2494,Bronson Burgoon,1.04,302.8,180,2.0,68.44,0.107,64.53,55.61,70.701,0.309,0.371,-0.307,57.0,2018
2495,Rory Sabbatini,1.02,292.3,70,1.0,67.85,0.059,62.05,61.36,70.693,0.217,-0.152,0.234,75.0,2018
2496,Harold Varner III,1.0,308.2,111,3.0,67.79,-0.024,59.02,58.14,70.971,0.204,-0.076,0.021,74.0,2018
2497,Denny McCarthy,0.97,295.4,160,1.0,68.17,0.449,63.45,59.83,70.861,0.011,-0.347,-0.019,49.0,2018
2498,Grayson Murray,0.94,307.3,383,2.0,62.5,-0.35,56.0,54.32,72.091,0.375,-0.347,-0.015,59.0,2018
2499,Troy Merritt,0.94,295.4,107,3.0,65.16,0.077,62.93,57.6,70.888,0.138,0.086,-0.092,73.0,2018
2500,Bud Cauley,0.93,295.4,159,2.0,64.26,0.367,60.81,60.12,71.356,-0.113,-0.032,0.239,41.0,2018
2501,Joel Dahmen,0.92,295.8,88,3.0,68.82,-0.277,66.36,63.31,70.578,0.3,0.381,-0.004,71.0,2018
2502,Sam Saunders,0.91,302.8,370,4.0,65.02,0.094,60.14,55.79,70.794,0.35,-0.081,-0.138,67.0,2018
2503,Robert Streb,0.9,292.6,199,1.0,64.94,-0.081,54.11,52.89,71.905,-0.68,0.096,0.084,60.0,2018
2504,Sam Ryder,0.89,297.3,206,3.0,72.08,-0.349,66.91,56.47,70.914,0.203,0.399,-0.099,70.0,2018
2505,Richy Werenski,0.88,291.8,266,2.0,66.97,-0.109,65.06,56.49,71.185,0.077,-0.169,0.077,74.0,2018
2506,Trey Mullinax,0.86,318.3,290,3.0,65.38,0.072,54.94,54.42,70.815,0.506,-0.442,-0.207,59.0,2018
2507,William McGirt,0.85,289.3,605,3.0,67.59,0.2,59.89,62.86,70.791,-0.306,0.091,0.194,75.0,2018
2508,Graeme McDowell,0.85,293.2,101,1.0,64.5,0.478,64.92,59.95,71.001,0.124,0.046,0.049,46.0,2018
2509,Chris Stroud,0.82,289.8,208,1.0,62.94,0.053,62.24,59.96,71.628,-0.277,-0.056,-0.058,58.0,2018
2510,Scott Brown,0.82,292.6,288,2.0,65.65,0.049,62.03,54.79,71.329,-0.265,-0.27,-0.175,81.0,2018
2511,Tom Hoge,0.81,291.4,381,3.0,63.62,-0.162,62.43,61.41,70.945,0.018,0.297,-0.079,83.0,2018
2512,Michael Kim,0.79,289.9,502,1.0,60.63,0.259,54.89,56.05,71.662,-1.023,-0.213,-0.027,54.0,2018
2513,Jim Furyk,0.77,280.5,48,2.0,63.19,0.389,69.91,62.58,70.342,-0.392,0.179,0.235,46.0,2018
2514,Chad Campbell,0.76,286.5,559,2.0,65.54,-0.454,64.7,59.39,71.683,-0.042,-0.01,0.023,67.0,2018
2515,Ben Silverman,0.76,290.2,468,2.0,64.95,0.238,65.56,57.36,71.281,0.069,-0.385,-0.128,76.0,2018
2516,Scott Piercy,0.75,296.6,69,2.0,69.72,-0.569,65.68,55.96,70.736,0.209,0.553,0.097,68.0,2018
2517,Brandon Harkins,0.73,303.1,449,3.0,65.67,0.225,54.79,55.88,70.721,0.181,-0.006,-0.124,85.0,2018
2518,Brian Stuard,0.7,278.9,162,3.0,67.12,0.164,71.44,59.23,71.038,-0.227,0.099,0.026,88.0,2018
2519,Vaughn Taylor,0.69,286.1,102,3.0,67.02,-0.08,67.51,59.91,70.692,-0.005,0.305,-0.002,70.0,2018
2520,John Huh,0.68,287.1,543,2.0,65.8,0.167,63.83,57.94,70.718,-0.11,0.24,-0.047,82.0,2018
2521,Ryan Blaum,0.66,289.0,344,2.0,66.1,0.025,64.31,55.46,70.993,0.011,-0.074,0.005,72.0,2018
2522,Alex Cejka,0.66,286.7,601,2.0,63.77,0.009,66.49,64.0,70.675,-0.024,-0.169,0.495,60.0,2018
2523,Aaron Baddeley,0.65,295.3,201,1.0,63.39,-0.057,53.27,61.09,70.85,-0.345,0.117,0.595,70.0,2018
2524,Nick Taylor,0.65,292.7,255,2.0,67.65,-0.312,60.94,61.83,71.269,0.049,0.011,0.017,74.0,2018
2525,Harris English,0.64,302.4,328,2.0,63.32,0.222,58.99,57.86,71.162,-0.219,-0.297,0.111,68.0,2018
2526,Adam Schenk,0.63,305.5,210,1.0,67.92,0.13,57.67,54.55,71.37,0.073,-0.262,-0.091,66.0,2018
2527,Mackenzie Hughes,0.62,294.9,191,1.0,66.01,-0.177,60.04,54.19,71.282,-0.068,0.353,-0.122,68.0,2018
2528,Robert Garrigus,0.6,307.9,756,1.0,65.28,-0.569,56.37,56.84,71.457,0.21,0.331,-0.186,68.0,2018
2529,J.T. Poston,0.6,300.7,72,2.0,68.31,0.135,61.53,57.53,70.915,0.381,-0.373,-0.005,57.0,2018
2530,Martin Piller,0.6,292.2,773,2.0,60.39,0.119,58.51,57.74,71.929,-0.248,-0.811,-0.186,67.0,2018
2531,Tom Lovelady,0.59,315.9,676,2.0,67.08,-0.049,54.73,52.08,71.252,0.379,-0.24,-0.279,69.0,2018
2532,Ben Martin,0.58,289.6,851,1.0,63.98,0.118,63.52,58.8,70.974,-0.142,0.119,-0.096,57.0,2018
2533,Seamus Power,0.58,302.6,326,2.0,65.17,0.498,55.19,63.8,70.869,0.076,-0.392,-0.003,66.0,2018
2534,Tyler Duncan,0.56,294.4,427,2.0,69.65,-0.566,66.74,52.76,71.04,0.273,0.476,-0.166,81.0,2018
2535,Nicholas Lindheim,0.56,293.5,579,1.0,68.04,0.355,60.44,53.9,71.344,-0.258,-0.368,-0.052,59.0,2018
2536,Shawn Stefani,0.54,299.6,291,1.0,67.49,-0.034,56.52,58.43,71.192,-0.093,0.22,0.013,60.0,2018
2537,Ben Crane,0.54,281.1,540,1.0,64.88,0.332,67.52,63.0,71.097,-0.302,-0.038,0.184,46.0,2018
2538,Retief Goosen,0.5,296.2,910,1.0,61.75,-0.411,55.22,56.98,71.409,-0.392,0.389,-0.083,40.0,2018
2539,Derek Fathauer,0.48,289.1,612,1.0,60.35,0.363,53.27,54.99,71.827,-0.757,-0.365,-0.048,68.0,2018
2540,D.A. Points,0.47,280.8,924,1.0,60.2,0.11,60.47,53.32,73.019,-1.069,-0.541,0.051,48.0,2018
2541,Hunter Mahan,0.47,296.9,548,1.0,68.96,0.346,65.04,58.81,71.135,0.465,-0.149,-0.453,51.0,2018
2542,Tyrone Van Aswegen,0.45,290.3,786,1.0,65.23,-0.01,56.98,58.08,71.243,-0.493,-0.008,0.187,83.0,2018
2543,Corey Conners,0.44,303.3,71,1.0,70.19,-0.385,62.99,57.52,70.743,0.501,0.275,-0.198,79.0,2018
2544,David Hearn,0.42,285.1,569,2.0,68.89,-0.127,66.63,55.65,71.325,-0.17,0.379,-0.113,50.0,2018
2545,Jonathan Randolph,0.38,289.4,624,1.0,60.43,0.115,62.18,59.83,71.945,-0.271,-0.538,-0.182,60.0,2018
2546,J.J. Henry,0.36,291.8,780,1.0,70.52,-0.569,66.22,54.77,71.372,0.174,0.34,-0.138,63.0,2018
2547,Cameron Percy,0.36,295.6,335,2.0,69.56,-0.205,63.66,57.3,70.909,0.241,0.039,0.21,41.0,2018
2548,Xinjun Zhang,0.33,298.7,138,1.0,67.04,-0.437,65.33,58.2,71.486,0.139,-0.254,-0.182,57.0,2018
2549,Matt Every,0.27,294.2,240,1.0,64.59,-0.364,55.5,52.51,72.044,-0.437,-0.024,-0.314,61.0,2018
2550,Steve Wheatcroft,0.23,288.9,572,1.0,66.57,-0.128,69.79,61.03,71.631,0.112,-0.065,-0.258,46.0,2018
2551,Luke Donald,10.75,284.1,3,,67.33,0.87,64.29,63.71,68.861,0.04,1.094,0.273,52.0,2011
2552,Steve Stricker,6.24,288.8,12,,66.02,0.78,62.47,64.93,69.362,0.047,0.538,0.364,53.0,2011
2553,Dustin Johnson,6.24,314.2,18,,68.39,-0.549,57.17,51.24,70.457,0.912,0.195,0.019,54.0,2011
2554,Jason Day,5.73,302.6,31,,64.92,0.576,54.7,64.64,69.706,0.204,0.026,0.169,59.0,2011
2555,Adam Scott,5.48,299.7,5,,68.08,-0.247,63.98,59.0,69.872,0.793,0.102,-0.013,45.0,2011
2556,Matt Kuchar,5.4,286.2,17,,66.98,0.379,64.75,62.91,69.515,0.304,0.698,0.158,71.0,2011
2557,Webb Simpson,5.36,296.2,10,,69.84,0.271,61.93,62.22,69.252,0.476,0.755,0.261,83.0,2011
2558,Phil Mickelson,5.26,299.8,13,,66.96,-0.19,53.2,62.01,69.891,0.14,0.9,0.333,58.0,2011
2559,Nick Watney,5.24,301.9,15,,66.88,0.546,58.15,62.96,69.518,0.543,0.604,0.018,62.0,2011
2560,K.J. Choi,4.75,285.6,45,,65.93,0.163,61.99,60.87,69.993,-0.07,0.689,0.296,58.0,2011
2561,Charl Schwartzel,4.68,297.0,33,,65.97,0.052,61.73,59.77,69.619,0.49,0.287,0.121,40.0,2011
2562,Graeme McDowell,4.45,289.5,24,,66.08,0.132,66.31,54.01,70.997,0.301,0.029,-0.265,37.0,2011
2563,Bubba Watson,4.26,314.9,11,,69.83,-0.182,56.92,50.82,70.625,0.898,0.193,-0.317,59.0,2011
2564,Justin Rose,4.13,290.6,7,,69.48,0.047,63.27,57.92,70.332,0.186,0.508,0.243,63.0,2011
2565,Hunter Mahan,4.03,291.6,25,,68.79,0.527,62.85,58.0,69.905,0.371,0.066,0.254,76.0,2011
2566,David Toms,4.02,279.1,38,,70.2,0.446,71.82,61.21,69.706,0.166,0.669,0.001,59.0,2011
2567,Bill Haas,3.75,296.6,36,,69.44,0.165,63.59,58.3,70.135,0.628,0.044,0.08,72.0,2011
2568,Robert Karlsson,3.57,299.2,99,,63.37,0.066,56.78,60.41,70.211,0.038,0.388,0.187,45.0,2011
2569,Rickie Fowler,3.55,299.5,29,,64.47,0.351,56.7,55.02,70.007,0.384,0.194,-0.013,66.0,2011
2570,Ian Poulter,3.49,282.8,16,,65.58,0.27,64.76,56.33,70.824,-0.354,0.222,0.1,39.0,2011
2571,Brandt Snedeker,3.45,287.2,9,,64.9,0.588,64.02,61.45,69.859,0.127,0.191,0.189,67.0,2011
2572,Keegan Bradley,3.4,300.7,14,,65.9,0.007,61.5,56.18,70.257,0.683,-0.33,-0.081,77.0,2011
2573,Jim Furyk,3.31,281.4,26,,67.57,-0.16,68.0,58.37,70.37,-0.017,0.643,0.19,70.0,2011
2574,Sergio Garcia,3.29,299.2,22,,66.85,-0.119,58.0,60.16,69.564,0.528,0.312,0.263,45.0,2011
2575,Jason Dufner,3.17,286.8,8,,66.95,-0.116,65.81,58.62,70.2,0.515,0.248,0.069,65.0,2011
2576,Martin Laird,3.09,303.0,51,,66.59,0.161,58.51,59.08,70.341,0.499,0.234,0.103,62.0,2011
2577,Y.E. Yang,3.05,290.2,86,,62.52,0.267,62.23,61.31,70.277,0.152,-0.111,-0.038,42.0,2011
2578,Geoff Ogilvy,3.05,290.0,50,,62.63,0.517,62.89,59.68,70.164,0.017,0.029,0.159,54.0,2011
2579,Bo Van Pelt,3.04,297.4,23,,68.02,-0.167,63.59,58.69,70.092,0.586,0.344,0.104,71.0,2011
2580,Zach Johnson,3.03,278.2,21,,66.38,0.58,71.06,63.98,69.966,0.012,0.349,0.092,64.0,2011
2581,Gary Woodland,3.01,310.5,118,,69.41,-0.116,58.07,58.2,69.875,0.742,0.38,0.035,70.0,2011
2582,Retief Goosen,2.93,289.9,93,,64.4,0.244,61.44,58.28,70.731,-0.204,0.212,0.154,40.0,2011
2583,Ernie Els,2.9,288.1,20,,69.89,-0.705,60.1,51.07,71.062,0.121,0.635,0.109,59.0,2011
2584,Ben Crane,2.82,284.9,74,,66.36,0.134,67.06,61.31,70.434,0.101,0.162,0.093,62.0,2011
2585,Aaron Baddeley,2.81,296.2,66,,65.48,0.324,55.67,59.44,70.23,0.19,0.196,0.438,62.0,2011
2586,Ryan Moore,2.81,290.1,41,,62.89,0.55,63.1,60.08,70.345,0.158,0.192,-0.071,60.0,2011
2587,Jonathan Byrd,2.67,291.6,76,,65.65,0.116,60.33,57.2,70.783,-0.041,0.248,0.147,72.0,2011
2588,Freddie Jacobson,2.48,287.4,47,,63.56,0.629,60.82,60.62,69.854,-0.017,0.105,0.187,70.0,2011
2589,Mark Wilson,2.37,284.8,78,,66.03,0.233,67.63,62.97,70.526,0.007,-0.017,0.255,70.0,2011
2590,Vijay Singh,2.37,294.3,73,,66.46,-0.131,59.67,57.23,70.61,0.315,0.26,0.156,72.0,2011
2591,John Senden,2.37,293.3,37,,70.86,0.302,66.82,54.77,70.199,0.496,0.453,-0.283,81.0,2011
2592,Lucas Glover,2.32,294.6,206,,65.92,0.236,61.05,53.74,70.445,0.27,0.052,-0.116,61.0,2011
2593,Kevin Na,2.32,279.8,59,,61.04,0.65,57.66,63.5,70.432,-0.757,0.286,0.593,68.0,2011
2594,Robert Allenby,2.29,290.2,164,,67.54,-0.173,62.91,58.76,70.284,0.462,0.494,0.035,70.0,2011
2595,Ryan Palmer,2.28,299.5,104,,63.75,-0.047,53.76,59.96,70.847,-0.06,-0.064,0.047,60.0,2011
2596,Rory Sabbatini,2.27,292.5,112,,65.84,-0.403,56.74,58.23,70.46,0.218,0.657,0.248,61.0,2011
2597,Chez Reavie,2.22,293.5,155,,68.6,-0.077,67.32,55.0,70.744,0.381,0.461,-0.346,82.0,2011
2598,Charley Hoffman,2.17,299.8,146,,66.79,-0.256,60.34,53.64,71.097,0.453,0.2,0.129,74.0,2011
2599,Charles Howell III,2.12,297.3,101,,68.91,0.38,57.51,63.92,69.66,0.168,0.333,0.358,91.0,2011
2600,Sean O'Hair,2.1,294.6,130,,63.17,-0.253,55.78,54.74,70.81,-0.122,0.14,0.145,60.0,2011
2601,Camilo Villegas,1.97,294.4,220,,62.5,-0.194,57.98,55.99,71.024,-0.125,0.399,0.01,57.0,2011
2602,Jeff Overton,1.96,295.3,88,,64.53,0.154,60.46,54.73,70.802,0.402,-0.119,-0.241,73.0,2011
2603,Padraig Harrington,1.96,294.7,62,,64.12,0.237,52.98,59.84,70.809,-0.392,0.209,0.19,45.0,2011
2604,Spencer Levin,1.91,286.3,116,,67.99,0.04,63.53,60.35,69.851,0.097,0.508,0.202,94.0,2011
2605,Anthony Kim,1.9,294.2,259,,61.58,0.239,46.99,58.45,70.775,-0.455,0.103,0.043,58.0,2011
2606,J.B. Holmes,1.89,318.4,115,,66.46,-0.064,52.09,54.06,70.523,0.726,0.388,-0.202,47.0,2011
2607,Steve Marino,1.88,295.2,330,,65.79,0.089,60.98,57.69,70.735,0.364,0.184,-0.072,62.0,2011
2608,Chris Kirk,1.88,295.7,103,,66.67,-0.202,56.47,57.66,70.414,-0.118,0.611,0.142,77.0,2011
2609,Tommy Gainey,1.85,296.7,128,,67.0,0.112,58.97,55.39,70.814,0.245,0.167,-0.254,91.0,2011
2610,Brian Davis,1.78,283.3,125,,67.35,-0.035,70.33,59.0,70.469,0.226,0.493,-0.079,92.0,2011
2611,Robert Garrigus,1.77,313.4,40,,66.13,-0.384,52.97,53.56,70.931,0.662,0.28,-0.419,69.0,2011
2612,Carl Pettersson,1.72,291.8,30,,65.77,0.485,62.29,58.46,70.289,0.113,0.147,0.025,90.0,2011
2613,Bryce Molder,1.61,282.0,135,,65.0,0.77,66.46,62.5,70.433,-0.325,-0.138,0.346,71.0,2011
2614,D.A. Points,1.59,287.4,141,,64.92,0.227,66.45,58.36,70.621,0.044,-0.097,0.124,74.0,2011
2615,Jhonattan Vegas,1.57,304.9,211,,67.22,-0.315,54.65,54.66,70.966,0.507,-0.246,-0.117,70.0,2011
2616,Davis Love III,1.57,298.5,143,,68.25,-0.318,59.45,54.0,70.548,0.245,0.528,-0.065,52.0,2011
2617,Ángel Cabrera,1.57,301.6,274,,63.89,0.509,54.97,52.17,70.696,0.217,0.126,-0.679,35.0,2011
2618,Andres Romero,1.55,294.7,124,,63.41,0.4,57.8,56.48,70.495,0.201,-0.038,-0.09,68.0,2011
2619,Brendan Steele,1.53,292.8,185,,65.45,-0.06,64.83,54.53,71.019,0.118,0.209,-0.273,77.0,2011
2620,Kevin Streelman,1.53,289.2,196,,65.62,0.356,63.72,60.5,70.54,0.442,0.305,-0.168,71.0,2011
2621,Trevor Immelman,1.5,288.5,178,,68.12,0.297,61.74,58.09,70.433,-0.299,0.085,0.25,67.0,2011
2622,Stewart Cink,1.49,291.8,285,,64.31,0.169,56.58,57.08,70.7,-0.055,0.396,0.16,52.0,2011
2623,Brandt Jobe,1.47,298.5,244,,69.16,-0.015,65.87,58.72,70.334,0.478,0.262,-0.129,81.0,2011
2624,Brendon de Jonge,1.47,287.8,81,,66.45,0.273,64.04,60.33,70.429,-0.065,0.312,0.057,92.0,2011
2625,Jerry Kelly,1.45,275.6,226,,66.25,0.257,73.3,62.55,70.241,0.038,0.161,0.211,68.0,2011
2626,Ricky Barnes,1.4,293.3,202,,66.52,-0.48,58.55,56.6,70.572,-0.011,0.584,0.132,64.0,2011
2627,Heath Slocum,1.38,281.9,321,,71.4,-0.493,74.92,54.53,70.988,0.192,0.339,-0.074,74.0,2011
2628,Scott Stallings,1.32,303.7,110,,66.6,-0.154,56.91,53.52,71.036,0.443,0.244,-0.475,69.0,2011
2629,Charlie Wi,1.31,285.8,94,,63.65,0.808,61.35,58.93,70.757,-0.133,-0.608,0.239,77.0,2011
2630,Kevin Chappell,1.29,295.8,190,,64.89,-0.501,59.0,58.46,71.221,0.14,0.082,-0.036,61.0,2011
2631,Harrison Frazar,1.26,301.8,181,,62.45,-0.386,51.49,54.08,70.891,0.259,-0.025,-0.114,42.0,2011
2632,Paul Goydos,1.24,274.8,368,,64.47,-0.628,69.0,55.79,71.722,-0.276,0.452,-0.142,74.0,2011
2633,Kris Blanks,1.23,284.9,275,,68.89,-0.44,63.11,57.94,70.952,-0.078,0.576,0.095,83.0,2011
2634,Chad Campbell,1.22,291.1,170,,71.13,-0.368,63.31,57.54,70.273,0.082,0.987,-0.137,87.0,2011
2635,George McNeill,1.21,295.0,148,,64.21,-0.018,59.95,56.23,70.797,0.13,0.039,-0.153,58.0,2011
2636,Stuart Appleby,1.2,287.5,438,,61.62,-0.184,58.2,55.9,71.554,-0.461,-0.152,0.134,60.0,2011
2637,John Rollins,1.2,296.7,132,,69.08,-0.101,66.84,56.28,70.584,0.647,0.124,0.002,72.0,2011
2638,Jimmy Walker,1.2,298.8,107,,63.92,0.222,53.13,59.45,70.424,-0.285,0.271,0.168,76.0,2011
2639,Sung Kang,1.19,294.2,414,,64.78,-0.042,61.82,56.68,70.849,0.135,-0.003,-0.274,51.0,2011
2640,Kyle Stanley,1.18,304.6,67,,68.21,-0.506,59.52,54.17,70.317,0.516,0.515,0.139,80.0,2011
2641,Scott Piercy,1.18,305.4,42,,65.84,0.242,56.81,57.58,70.792,0.201,0.24,-0.337,63.0,2011
